symptoms,department
"jaundice, vomiting, constipation, bloating",Gastroenterologist
"gum swelling, mouth ulcer, bleeding gums",Dentist
"ringing in ear, ear pain, throat infection, sinus pain",ENT
"night sweats, persistent bone pain, unusual bleeding",Oncologist
"difficulty swallowing, persistent hoarseness",Oncologist
"white discharge, pregnancy nausea",Gynecologist
"pressure in chest, sweating, shortness of breath",Cardiologist
"breathlessness at night, leg swelling",Cardiologist
"dandruff, fungal infection, itching",Dermatologist
"blood in stool, difficulty swallowing",Oncologist
"high blood pressure, rapid heartbeat, palpitations",Cardiologist
"anger issues, suicidal thoughts, insomnia",Psychiatrist
"urine infection, urine leakage",Urologist
"bone pain, neck stiffness, hip pain",Orthopedic
"tremor, speech difficulty",Neurologist
"fatigue with breathlessness, irregular heartbeat",Cardiologist
"double vision, sensitivity to light, foreign body sensation",Ophthalmologist
"irregular heartbeat, fatigue with breathlessness, left arm pain",Cardiologist
"suicidal thoughts, addiction, panic attacks",Psychiatrist
"dandruff, itching, ringworm",Dermatologist
"difficulty concentrating, social anxiety, suicidal thoughts",Psychiatrist
"period cramps, lower abdominal pain",Gynecologist
"dandruff, psoriasis",Dermatologist
"memory loss, balance problem",Neurologist
"bleeding while brushing, bleeding gums, tooth pain with headache",Dentist
"itching, vaginal infection, heavy bleeding",Gynecologist
"burning urination, reduced urine flow, blood in urine",Urologist
"loss of voice, vertigo, sore throat, blocked nose",ENT
"bloating, nausea, blood in stool",Gastroenterologist
"ringing in ear, runny nose, ear discharge, throat infection",ENT
"redness, psoriasis, hair fall, dandruff",Dermatologist
"vaccination query, dehydration, rash with fever",Pediatrician
"baby vomiting, diarrhea, ear pain",Pediatrician
"cough, chills, fever",General Physician
"ear discharge, loss of voice, nose bleeding",ENT
"fatigue, cough, flu",General Physician
"postpartum bleeding, missed period, period cramps, spotting",Gynecologist
"ear discharge, nose bleeding",ENT
"breathlessness at night, sweating, leg swelling",Cardiologist
"cough, loss of appetite",General Physician
"white discharge, pcos symptoms, painful periods",Gynecologist
"blood in stool, persistent bone pain, difficulty swallowing",Oncologist
"groin pain, frequent urination, burning urination",Urologist
"difficulty concentrating, hopelessness",Psychiatrist
"abdominal swelling, blood in stool, unusual bleeding",Oncologist
"lower abdominal pain urination, painful urination with fever, testicular swelling, back pain near kidneys",Urologist
"fungal infection, dandruff, itching",Dermatologist
"back pain, wrist injury, fracture",Orthopedic
"confusion, numbness, tremor",Neurologist
"child stomach pain, baby constipation, diarrhea",Pediatrician
"severe headache, fainting, tremor",Neurologist
"acne, skin allergy, hives, hair fall",Dermatologist
"muscle strain, bone pain, hip pain, shoulder pain",Orthopedic
"breathlessness at night, fainting, chest tightness, pressure in chest",Cardiologist
"pelvic pain, irregular periods, painful periods",Gynecologist
"breast tenderness, postpartum bleeding",Gynecologist
"neck stiffness, difficulty walking, arthritis, back pain",Orthopedic
"blood in cough, difficulty swallowing, persistent bone pain",Oncologist
"acne, redness, psoriasis, skin allergy",Dermatologist
"back pain near kidneys, kidney stone pain",Urologist
"migraine, blurred vision with headache",Neurologist
"persistent cough, night sweats",Oncologist
"loss of voice, blocked nose, throat infection",ENT
"hives, acne, psoriasis",Dermatologist
"sore throat, mild fever",General Physician
"confusion, numbness, blurred vision with headache",Neurologist
"insomnia, depressed mood, hopelessness, trauma flashbacks",Psychiatrist
"sore throat, sinus pain",ENT
"anxiety, panic attacks",Psychiatrist
"tooth pain with headache, swollen gums, wisdom tooth pain, pus near gum",Dentist
"fainting, dizziness",Cardiologist
"vaccination query, blocked nose",Pediatrician
"mouth ulcer, bleeding while brushing",Dentist
"baby vomiting, diarrhea",Pediatrician
"baby vomiting, vaccination query, ear pain",Pediatrician
"persistent hoarseness, unusual bleeding",Oncologist
"sensitivity to light, eye pain, dry eyes, night vision problem",Ophthalmologist
"fracture, difficulty walking, muscle strain",Orthopedic
"wrist injury, neck stiffness, fracture",Orthopedic
"blocked nose, dehydration",Pediatrician
"chest tightness, fatigue with breathlessness, leg swelling",Cardiologist
"blocked nose, child sore throat, rash with fever",Pediatrician
"groin pain, burning urination, urine leakage",Urologist
"persistent fatigue, non healing ulcer, persistent cough, unexplained weight loss",Oncologist
"swollen eyelid, red eye",Ophthalmologist
"indigestion, abdominal pain, constipation",Gastroenterologist
"sore throat, sinus pain",ENT
"persistent hoarseness, abdominal swelling, unexplained weight loss",Oncologist
"wrist injury, joint pain, back pain, muscle strain",Orthopedic
"irregular heartbeat, breathlessness at night",Cardiologist
"constipation, gas, acidity, heartburn",Gastroenterologist
"indigestion, bloating",Gastroenterologist
"unexplained weight loss, blood in cough",Oncologist
"shortness of breath, sweating, rapid heartbeat",Cardiologist
"blocked nose, baby constipation, child wheezing",Pediatrician
"shoulder pain, sprain, muscle strain, wrist injury",Orthopedic
"hopelessness, addiction",Psychiatrist
"jaundice, indigestion, bloating",Gastroenterologist
"difficulty starting urination, blood in urine",Urologist
"newborn feeding issue, child fever, rash with fever",Pediatrician
"child sore throat, child fever, child cough",Pediatrician
"bad breath, pain while chewing",Dentist
"toothache, bleeding while brushing, broken tooth",Dentist
"headache, dizziness",General Physician
"bloating, vomiting, acidity",Gastroenterologist
"irregular heartbeat, palpitations, leg swelling",Cardiologist
"persistent fatigue, non healing ulcer, blood in stool",Oncologist
"tremor, confusion, seizure, tingling",Neurologist
"blood in cough, abdominal swelling",Oncologist
"acidity, stomach cramps, blood in stool",Gastroenterologist
"groin pain, urinary urgency, night urination",Urologist
"persistent fatigue, unusual bleeding, unexplained weight loss",Oncologist
"itching, dry skin, redness, pigmentation",Dermatologist
"high blood pressure, dizziness",Cardiologist
"severe headache, memory loss, neck pain radiating, tingling",Neurologist
"skin rash, eczema, psoriasis, itching",Dermatologist
"fainting, migraine, speech difficulty, numbness",Neurologist
"dry eyes, eye pain, eye strain headache",Ophthalmologist
"wisdom tooth pain, bleeding while brushing, pain while chewing",Dentist
"dry skin, acne, eczema",Dermatologist
"nausea, indigestion, loss of appetite",Gastroenterologist
"weakness, body ache",General Physician
"runny nose, low grade fever, headache, flu",General Physician
"psoriasis, dry skin, pigmentation",Dermatologist
"memory loss, severe headache, migraine",Neurologist
"broken tooth, gum swelling, tooth pain with headache, bleeding gums",Dentist
"blood in urine, frequent urination, urinary urgency, difficulty starting urination",Urologist
"severe headache, seizure, tremor",Neurologist
"newborn feeding issue, vaccination query",Pediatrician
"vaginal infection, pelvic pain, lower abdominal pain",Gynecologist
"swelling, shoulder pain",Orthopedic
"shoulder pain, swelling, difficulty walking",Orthopedic
"joint pain, neck stiffness, wrist injury",Orthopedic
"itchy eyes, watering eyes, sudden vision loss",Ophthalmologist
"fever, body ache, flu, headache",General Physician
"stress, mood swings, hopelessness",Psychiatrist
"itching, skin allergy, hair fall, pigmentation",Dermatologist
"itching, irregular periods, period cramps, pcos symptoms",Gynecologist
"cavity pain, tooth sensitivity, wisdom tooth pain",Dentist
"hallucinations, anger issues",Psychiatrist
"swollen lymph nodes, breast lump, non healing ulcer",Oncologist
"irregular heartbeat, sweating, dizziness",Cardiologist
"leg swelling, breathlessness at night",Cardiologist
"watering eyes, swollen eyelid, night vision problem",Ophthalmologist
"heartburn, abdominal pain, nausea",Gastroenterologist
"pregnancy nausea, itching, pcos symptoms, irregular periods",Gynecologist
"sore throat, flu, fever",General Physician
"urine infection, groin pain, urine leakage",Urologist
"eye pain, eye discharge, watering eyes",Ophthalmologist
"baby vomiting, dehydration, fast breathing",Pediatrician
"migraine, tremor, confusion",Neurologist
"broken tooth, tooth pain with headache, mouth ulcer, cavity pain",Dentist
"fever, fatigue, body ache",General Physician
"sudden vision loss, swollen eyelid",Ophthalmologist
"sudden vision loss, foreign body sensation, watering eyes",Ophthalmologist
"redness, fungal infection",Dermatologist
"one sided weakness, tingling, seizure",Neurologist
"cavity pain, tooth sensitivity",Dentist
"anger issues, hallucinations, depressed mood",Psychiatrist
"urine leakage, painful urination with fever, frequent urination",Urologist
"bone pain, fracture, difficulty walking",Orthopedic
"tingling, confusion, balance problem",Neurologist
"neck pain radiating, numbness, confusion",Neurologist
"one sided weakness, speech difficulty, numbness, confusion",Neurologist
"panic attacks, insomnia, suicidal thoughts, anxiety",Psychiatrist
"child cough, dehydration, rash with fever",Pediatrician
"dehydration, baby vomiting, newborn feeding issue",Pediatrician
"foreign body sensation, night vision problem, itchy eyes",Ophthalmologist
"nausea, constipation, stomach cramps",Gastroenterologist
"loss of appetite, food poisoning, nausea, gas",Gastroenterologist
"bleeding gums, jaw pain, tooth sensitivity, tooth pain with headache",Dentist
"loss of appetite, nausea, abdominal pain",Gastroenterologist
"memory loss, migraine, neck pain radiating",Neurologist
"headache, runny nose, fever, cough",General Physician
"painful urination with fever, back pain near kidneys, blood in urine",Urologist
"swollen lymph nodes, persistent cough, night sweats",Oncologist
"sensitivity to light, double vision",Ophthalmologist
"jaundice, abdominal pain, indigestion",Gastroenterologist
"blurred vision, itchy eyes, dry eyes",Ophthalmologist
"bad breath, tooth sensitivity, bleeding gums, jaw pain",Dentist
"joint pain, neck stiffness, wrist injury",Orthopedic
"jaundice, loss of appetite, diarrhea, stomach cramps",Gastroenterologist
"leg swelling, chest pain, left arm pain",Cardiologist
"non healing ulcer, persistent hoarseness",Oncologist
"persistent hoarseness, unusual bleeding, swollen lymph nodes",Oncologist
"mouth ulcer, bleeding while brushing, broken tooth",Dentist
"toothache, bleeding gums, pus near gum",Dentist
"eye strain headache, night vision problem, eye pain",Ophthalmologist
"loss of voice, tonsillitis, sinus pain, hearing loss",ENT
"swollen eyelid, eye strain headache",Ophthalmologist
"neck stiffness, joint pain, hip pain",Orthopedic
"palpitations, breathlessness at night, sweating, leg swelling",Cardiologist
"baby vomiting, newborn feeding issue, fast breathing",Pediatrician
"child sore throat, newborn feeding issue",Pediatrician
"difficulty starting urination, kidney stone pain, urine leakage",Urologist
"wrist injury, bone pain",Orthopedic
"difficulty starting urination, urine leakage, back pain near kidneys",Urologist
"blurred vision, dry eyes, swollen eyelid",Ophthalmologist
"redness, skin allergy, eczema",Dermatologist
"allergic rhinitis, swollen neck glands, tonsillitis",ENT
"nausea, loss of appetite, acidity",Gastroenterologist
"dandruff, acne, redness",Dermatologist
"hair fall, itching",Dermatologist
"heavy bleeding, period cramps, breast tenderness",Gynecologist
"fungal infection, itching, eczema, skin rash",Dermatologist
"difficulty swallowing, swollen lymph nodes, unexplained weight loss, loss of appetite",Oncologist
"dry eyes, double vision, swollen eyelid",Ophthalmologist
"blood in cough, non healing ulcer, unusual bleeding",Oncologist
"missed period, postpartum bleeding, period cramps, itching",Gynecologist
"cold, body ache",General Physician
"vaginal infection, painful periods",Gynecologist
"bleeding while brushing, jaw pain",Dentist
"blurred vision, night vision problem, eye pain",Ophthalmologist
"dizziness, rapid heartbeat",Cardiologist
"anxiety, hallucinations, overthinking",Psychiatrist
"ringworm, fungal infection, eczema",Dermatologist
"fatigue, runny nose",General Physician
"lower abdominal pain urination, urinary urgency, burning urination",Urologist
"acidity, heartburn, jaundice",Gastroenterologist
"white discharge, pelvic pain",Gynecologist
